202201,10,0
202201,21,0
202201,55,0
202201,56,84
202201,58,0
202201,59,0
202201,70,0
202201,75,0
202201,80,0
202202,10,0
202202,21,0
202202,55,0
202202,56,4
202202,58,0
202202,59,0
202202,70,0
202202,75,0
202202,80,0
202203,10,0
202203,21,0
202203,55,0
202203,56,39
202203,58,0
202203,59,0
202203,70,0
202203,75,0
202203,80,0
202204,10,0
202204,21,0
202204,55,0
202204,56,0
202204,58,0
202204,59,0
202204,70,0
202204,75,0
202204,80,0
202205,10,0
202205,21,0
202205,55,0
202205,56,0
202205,58,0
202205,59,0
202205,70,0
202205,75,0
202205,80,0
202206,10,0
202206,21,0
202206,55,0
202206,56,0
202206,58,0
202206,59,0
202206,70,0
202206,75,0
202206,80,0
202207,10,0
202207,21,0
202207,70,0
202207,75,0
202207,80,0
202208,10,0
202208,21,0
202208,70,0
202208,75,0
202208,80,0
202209,10,0
202209,21,0
202209,70,0
202209,75,0
202209,80,0
202210,10,0
202210,21,0
202210,70,0
202210,75,0
202210,80,0
202211,10,0
202211,70,0
202211,75,0
202211,80,0
202212,10,0
202212,70,0
202212,75,0
202212,80,0
